asset_id,canonical_filename,relative_path,purpose,format,width,height,aspect_ratio,background_expectation,variant,rtl_ltr_relevance,master_source,byte_size,sha256,validation_status,notes
THIQA-024,login-secondary-300x100.png,brand/logos/login/login-secondary-300x100.png,"login raster export",PNG,300,100,3,transparent,default,LTR,brand/master/,25449,5fa544f805c524430ff30469f0cbb47f51addaf69f43aab6d4204aa3d3f12fe0,PASS,"SkyEagle asset replacement, 2026-08-26 (Phase B2). SkyEagle asset replacement, 2026-08-26 (Phase B2). SkyEagle asset replacement, 2026-08-26 (Phase B2)."
THIQA-025,login-small-a-101x100.png,brand/logos/login/login-small-a-101x100.png,"login raster export",PNG,101,100,1.01,transparent,default,LTR,brand/master/,7634,71e855bb73ce4bf8bca8d14ac821bc406a2bc4d526e35ed6d33d01fb35778f58,PASS,"SkyEagle asset replacement, 2026-08-26 (Phase B2). SkyEagle asset replacement, 2026-08-26 (Phase B2). SkyEagle asset replacement, 2026-08-26 (Phase B2)."
THIQA-026,login-small-b-101x100.png,brand/logos/login/login-small-b-101x100.png,"login raster export",PNG,101,100,1.01,transparent,default,LTR,brand/master/,7634,71e855bb73ce4bf8bca8d14ac821bc406a2bc4d526e35ed6d33d01fb35778f58,PASS,"SkyEagle asset replacement, 2026-08-26 (Phase B2). SkyEagle asset replacement, 2026-08-26 (Phase B2). SkyEagle asset replacement, 2026-08-26 (Phase B2)."
THIQA-027,brand-logo-black.svg,brand/logos/monochrome/brand-logo-black.svg,"monochrome logo variant",SVG,2528,1696,1.491,transparent,black,LTR,brand/master/,4866,d807e8ed4ce7b6e3fcd5888c620f4d6d460bb81db694c846626848eb178c28ff,PASS,"Revision 3 (2026-08-10): embedded C2PA provenance metadata removed; artwork unchanged."
THIQA-028,brand-logo-dark-cream-background.svg,brand/logos/monochrome/brand-logo-dark-cream-background.svg,"monochrome logo variant",SVG,2528,1696,1.491,transparent,dark,LTR,brand/master/,3914,2c7516d232b7504f63f413ef55889d007fe0704b1c473222ff3e705653b2aa30,PASS,"Revision 3 (2026-08-10): embedded C2PA provenance metadata removed; artwork unchanged."
THIQA-029,brand-logo-white.svg,brand/logos/monochrome/brand-logo-white.svg,"monochrome logo variant",SVG,3142,900,3.491,transparent,white,LTR,brand/master/,20747,0709f711c410b990df660ac1ef529a5fd271f7b00375ccedab678e87b15f5c58,PASS,"Revision 3 (2026-08-10): embedded C2PA provenance metadata removed; artwork unchanged. SkyEagle asset replacement, 2026-08-26 (Phase B2). SkyEagle asset replacement, 2026-08-26 (Phase B2). SkyEagle asset replacement, 2026-08-26 (Phase B2)."
THIQA-030,navbar-symbol.png,brand/logos/navbar/navbar-symbol.png,"navbar raster export",PNG,64,64,1,transparent,default,LTR,brand/master/,3095,38c9b731725fbafa5d7cc0b12dd48e7c6e842db2ecfc39cfc035dacbaed5bfef,PASS,
THIQA-031,portal-login-primary-1053x390.png,brand/logos/portal/portal-login-primary-1053x390.png,"portal raster export",PNG,1053,390,2.7,transparent,default,LTR,brand/master/,116002,adcfe8af4a37e192b4771d04e6a5eef9553048bd940be0f8a0ab9033e881a30e,PASS,"SkyEagle asset replacement, 2026-08-26 (Phase B2). SkyEagle asset replacement, 2026-08-26 (Phase B2). SkyEagle asset replacement, 2026-08-26 (Phase B2)."
THIQA-032,portal-login-secondary-300x100.png,brand/logos/portal/portal-login-secondary-300x100.png,"portal raster export",PNG,300,100,3,transparent,default,LTR,brand/master/,25449,5fa544f805c524430ff30469f0cbb47f51addaf69f43aab6d4204aa3d3f12fe0,PASS,"SkyEagle asset replacement, 2026-08-26 (Phase B2). SkyEagle asset replacement, 2026-08-26 (Phase B2). SkyEagle asset replacement, 2026-08-26 (Phase B2)."
THIQA-033,portal-navbar-870x222.png,brand/logos/portal/portal-navbar-870x222.png,"portal raster export",PNG,870,222,3.919,transparent,default,LTR,brand/master/,83609,fb373cb094ceec612dc2182032dd4271122788440a035ee7b2cc34ddb9479e72,PASS,"SkyEagle asset replacement, 2026-08-26 (Phase B2). SkyEagle asset replacement, 2026-08-26 (Phase B2). SkyEagle asset replacement, 2026-08-26 (Phase B2)."
THIQA-034,brand-logo-primary-cream-background.svg,brand/logos/primary/brand-logo-primary-cream-background.svg,"primary logo variant",SVG,2528,1696,1.491,transparent,default,LTR,brand/master/,4229,72b706e624e789a3c50ace316a8ba162212fb1b1e2a52e514cfa3aeafcd70d9d,PASS,"Revision 3 (2026-08-10): embedded C2PA provenance metadata removed; artwork unchanged."
THIQA-035,brand-logo-primary-dark.svg,brand/logos/primary/brand-logo-primary-dark.svg,"primary logo variant",SVG,2528,1696,1.491,transparent,dark,LTR,brand/master/,4189,74fbe7ff5dae52d0e82b693aba9a89a62b61e27d55da0f646201583c7fefa3c4,PASS,"Revision 3 (2026-08-10): embedded C2PA provenance metadata removed; artwork unchanged."
THIQA-036,brand-logo-primary.svg,brand/logos/primary/brand-logo-primary.svg,"primary logo variant",SVG,2528,1696,1.491,transparent,default,LTR,brand/master/,4961,927499f76a45239f7d75df179db245497afafb7cf72a80971fa2eec705c552ff,PASS,"Revision 3 (2026-08-10): embedded C2PA provenance metadata removed; artwork unchanged."
THIQA-037,practice-logo-print.png,brand/logos/print/practice-logo-print.png,"print raster export",PNG,1200,804,1.493,transparent,default,LTR,brand/master/,118869,b536d80d33228b1192f32ed5931b874810d257410ceb055a378ac5c7e2287902,PASS,
THIQA-038,statement-color-mono.png,brand/logos/print/statement-color-mono.png,"print raster export",PNG,2400,1792,1.339,transparent,monochrome,LTR,brand/master/,4872626,cd55192138bc99fcbd8dc629c872a8d1b69a085d01402ff0969c85d18391f9e8,PASS,
THIQA-039,brand-symbol-black.svg,brand/logos/symbol/brand-symbol-black.svg,"symbol variant",SVG,2048,2048,1,transparent,black,LTR,brand/master/,1778,53ce75bf24d433ceefe90f09dd9ba924c07eae4d74d3d8cfe9385495879560f3,PASS,"Revision 3 (2026-08-10): embedded C2PA provenance metadata removed; artwork unchanged."
THIQA-040,brand-symbol-cream-background.svg,brand/logos/symbol/brand-symbol-cream-background.svg,"symbol variant",SVG,2048,2048,1,transparent,default,LTR,brand/master/,2028,cf0808d47fd840650a42350fd3efdf54bfb8230ca339a65b2c1fd3d2b2ac1988,PASS,"Revision 3 (2026-08-10): embedded C2PA provenance metadata removed; artwork unchanged."
THIQA-041,brand-symbol-white.svg,brand/logos/symbol/brand-symbol-white.svg,"symbol variant",SVG,2048,2048,1,transparent,white,LTR,brand/master/,2030,43e5e5abf6cc594793cfd9616ff44d7198f7632ded02c8bbc342c747b4cdcf62,PASS,"Revision 3 (2026-08-10): embedded C2PA provenance metadata removed; artwork unchanged."
THIQA-042,brand-symbol.svg,brand/logos/symbol/brand-symbol.svg,"symbol variant",SVG,2048,2048,1,transparent,default,LTR,brand/master/,1972,5e78270147dde279c40c061da34f667883168a836bd1de5478dfffdb0f5aae71,PASS,"Revision 3 (2026-08-10): embedded C2PA provenance metadata removed; artwork unchanged."
THIQA-043,brand-logo-black.svg,brand/master/brand-logo-black.svg,"canonical vector master",SVG,3142,900,3.491,transparent,black,LTR,(self),20396,35100556084f4d72b0b27be657a693d1c9bcd9bea863e4935aff743fa8736509,PASS,"Revision 3 (2026-08-10): embedded C2PA provenance metadata removed; artwork unchanged. SkyEagle asset replacement, 2026-08-26 (Phase B2). SkyEagle asset replacement, 2026-08-26 (Phase B2). SkyEagle asset replacement, 2026-08-26 (Phase B2)."
THIQA-044,brand-logo-compact.svg,brand/master/brand-logo-compact.svg,"canonical vector master",SVG,2158,1756,1.229,transparent,default,LTR,(self),7499,2eebaec6d9481308fe3830ee3143fd979fd72b63185c9b16a9ee41502dbe090b,PASS,"Revision 3 (2026-08-10): embedded C2PA provenance metadata removed; artwork unchanged. SkyEagle asset replacement, 2026-08-26 (Phase B2). SkyEagle asset replacement, 2026-08-26 (Phase B2). SkyEagle asset replacement, 2026-08-26 (Phase B2)."
THIQA-045,brand-logo-primary-dark.svg,brand/master/brand-logo-primary-dark.svg,"canonical vector master",SVG,3142,900,3.491,transparent,dark,LTR,(self),20805,730f140f54cf4f2ae9e9048c5900b1c7b443b6b82d7b291a2d996c5f99b52f8c,PASS,"Revision 3 (2026-08-10): embedded C2PA provenance metadata removed; artwork unchanged. SkyEagle asset replacement, 2026-08-26 (Phase B2). SkyEagle asset replacement, 2026-08-26 (Phase B2). SkyEagle asset replacement, 2026-08-26 (Phase B2)."
THIQA-046,brand-logo-primary.svg,brand/master/brand-logo-primary.svg,"canonical vector master",SVG,3142,900,3.491,transparent,default,LTR,(self),20634,23cae2efd63eabcbf4afded6eaff8a4a85eb19e7c1c2e79665ec7c14d0f09be1,PASS,"Revision 3 (2026-08-10): embedded C2PA provenance metadata removed; artwork unchanged. SkyEagle asset replacement, 2026-08-26 (Phase B2). SkyEagle asset replacement, 2026-08-26 (Phase B2). SkyEagle asset replacement, 2026-08-26 (Phase B2)."
THIQA-047,brand-logo-white.svg,brand/master/brand-logo-white.svg,"canonical vector master",SVG,3142,900,3.491,transparent,white,LTR,(self),20747,0709f711c410b990df660ac1ef529a5fd271f7b00375ccedab678e87b15f5c58,PASS,"Revision 3 (2026-08-10): embedded C2PA provenance metadata removed; artwork unchanged. SkyEagle asset replacement, 2026-08-26 (Phase B2). SkyEagle asset replacement, 2026-08-26 (Phase B2). SkyEagle asset replacement, 2026-08-26 (Phase B2)."
THIQA-048,brand-symbol-black.svg,brand/master/brand-symbol-black.svg,"canonical vector master",SVG,2158,1756,1.229,transparent,black,LTR,(self),7417,26f288f33d4dd977557cd18b28e06926a8624ae7301438fcc33811238072432c,PASS,"Revision 3 (2026-08-10): embedded C2PA provenance metadata removed; artwork unchanged. SkyEagle asset replacement, 2026-08-26 (Phase B2). SkyEagle asset replacement, 2026-08-26 (Phase B2). SkyEagle asset replacement, 2026-08-26 (Phase B2)."
THIQA-049,brand-symbol-white.svg,brand/master/brand-symbol-white.svg,"canonical vector master",SVG,2158,1756,1.229,transparent,white,LTR,(self),7417,a5c988710d62375ba65457b0bc2d653d940b53543e957a53e18f7bc942076486,PASS,"Revision 3 (2026-08-10): embedded C2PA provenance metadata removed; artwork unchanged. SkyEagle asset replacement, 2026-08-26 (Phase B2). SkyEagle asset replacement, 2026-08-26 (Phase B2). SkyEagle asset replacement, 2026-08-26 (Phase B2)."
THIQA-050,brand-symbol.svg,brand/master/brand-symbol.svg,"canonical vector master",SVG,2158,1756,1.229,transparent,default,LTR,(self),7499,2eebaec6d9481308fe3830ee3143fd979fd72b63185c9b16a9ee41502dbe090b,PASS,"Revision 3 (2026-08-10): embedded C2PA provenance metadata removed; artwork unchanged. SkyEagle asset replacement, 2026-08-26 (Phase B2). SkyEagle asset replacement, 2026-08-26 (Phase B2). SkyEagle asset replacement, 2026-08-26 (Phase B2)."
THIQA-051,image__1_-dark.png,brand/previews/image__1_-dark.png,"render preview",PNG,400,280,1.429,as-designed,dark,LTR,brand/master/,37026,edcad26bb5dd04f4180cbe477b3092ec3c370bbf33079dacee3d8f6506d16733,PASS,
THIQA-052,image__1_-white.png,brand/previews/image__1_-white.png,"render preview",PNG,400,280,1.429,as-designed,white,LTR,brand/master/,37599,dc4f9d7b9fb0d29305d122bff6b9a0811e5e7ed6c0ca81ccf1203239df1f0716,PASS,
THIQA-053,image__10_-dark.png,brand/previews/image__10_-dark.png,"render preview",PNG,400,280,1.429,as-designed,dark,LTR,brand/master/,32779,57be5186a31b41da8204c19fa3b09a8270a8f9f1af45400ce19d12e2af719472,PASS,
THIQA-054,image__10_-white.png,brand/previews/image__10_-white.png,"render preview",PNG,400,280,1.429,as-designed,white,LTR,brand/master/,33093,766a05617a1607f0c4be2f852a95d6016fb0379bc6452c7a36169ad2762e0883,PASS,
THIQA-055,image__2_-dark.png,brand/previews/image__2_-dark.png,"render preview",PNG,400,280,1.429,as-designed,dark,LTR,brand/master/,30996,ce6872f4eb9d7d5e076d1d880f2af47c5c865501bd680112d2c09e99c4d35b6d,PASS,
THIQA-056,image__2_-white.png,brand/previews/image__2_-white.png,"render preview",PNG,400,280,1.429,as-designed,white,LTR,brand/master/,31689,e614bc5273206eb0f2db8e312a2a1781b52c0f67e2a615d64d7c30c3b0a7b0e9,PASS,
THIQA-057,image__3_-dark.png,brand/previews/image__3_-dark.png,"render preview",PNG,400,280,1.429,as-designed,dark,LTR,brand/master/,38026,9db439c618502dec3b2a545a6eda87f9294752c6fbb470516401111d53e5efba,PASS,
THIQA-058,image__3_-white.png,brand/previews/image__3_-white.png,"render preview",PNG,400,280,1.429,as-designed,white,LTR,brand/master/,38698,edc9b2a44bd959a64aa310074afc8f08f8f7d0907a3d2782e50c4b1eacc06001,PASS,
THIQA-059,image__4_-dark.png,brand/previews/image__4_-dark.png,"render preview",PNG,400,280,1.429,as-designed,dark,LTR,brand/master/,37770,22f210a3c14efe94e7697fa4f0df4c239cdb875f81e5ecf64758593677020564,PASS,
THIQA-060,image__4_-white.png,brand/previews/image__4_-white.png,"render preview",PNG,400,280,1.429,as-designed,white,LTR,brand/master/,37654,25abe2c8dd0dc3e30e1e626313c54192613c58fb1ba3e9e587b6366b2c4db7d4,PASS,
THIQA-061,image__5_-dark.png,brand/previews/image__5_-dark.png,"render preview",PNG,400,280,1.429,as-designed,dark,LTR,brand/master/,23971,46eecfae6b2f2239d91fefb24c1c4415bc870c7482a214b7c53481e0b1837b15,PASS,
THIQA-062,image__5_-white.png,brand/previews/image__5_-white.png,"render preview",PNG,400,280,1.429,as-designed,white,LTR,brand/master/,24602,71470b39a4dad7087a6390ad4734e8e6ea2d81e627d89fe27769323554b68841,PASS,
THIQA-063,image__6_-dark.png,brand/previews/image__6_-dark.png,"render preview",PNG,400,280,1.429,as-designed,dark,LTR,brand/master/,11484,58a8c79cd9f48f3074ca0af1d4b14fc44e612e008fcfee30161831e7d9968ba6,PASS,
THIQA-064,image__6_-white.png,brand/previews/image__6_-white.png,"render preview",PNG,400,280,1.429,as-designed,white,LTR,brand/master/,11810,fee6ac5b75064bfda702d8afb57e5fa1e63f70fce6e0c979b8322c96a060e573,PASS,
THIQA-065,image__7_-dark.png,brand/previews/image__7_-dark.png,"render preview",PNG,400,280,1.429,as-designed,dark,LTR,brand/master/,21525,1fe7bb7b1da02344d48b60ae56baa30fe5418f85c9699476318ea436b564f2e9,PASS,
THIQA-066,image__7_-white.png,brand/previews/image__7_-white.png,"render preview",PNG,400,280,1.429,as-designed,white,LTR,brand/master/,21966,eeebbf885353238bdd00a1fe560bb8461f4f64383f7d35a3fb3115aafb583933,PASS,
THIQA-067,image__8_-dark.png,brand/previews/image__8_-dark.png,"render preview",PNG,400,280,1.429,as-designed,dark,LTR,brand/master/,32882,2f320db59c47f8a365573fe99f3cf9f628aa5742c570d08d0bbba367167d4ec0,PASS,
THIQA-068,image__8_-white.png,brand/previews/image__8_-white.png,"render preview",PNG,400,280,1.429,as-designed,white,LTR,brand/master/,33269,1644edc57e3573fe9c3cf22fb46a45b47d9ed0134c292973a25dc58bd5d9427a,PASS,
THIQA-069,image__9_-dark.png,brand/previews/image__9_-dark.png,"render preview",PNG,400,280,1.429,as-designed,dark,LTR,brand/master/,26399,98ec92ccf9a673a3cb8636fd3f4f2a06867bf4832cc867ef7a1264459b3102a2,PASS,
THIQA-070,image__9_-white.png,brand/previews/image__9_-white.png,"render preview",PNG,400,280,1.429,as-designed,white,LTR,brand/master/,26850,983f3ae51185d08b9fb55b202362fd4af492f3248a771a5bef49e690749ff2f3,PASS,
THIQA-071,image-dark.png,brand/previews/image-dark.png,"render preview",PNG,400,280,1.429,as-designed,dark,LTR,brand/master/,25143,b30f2de12bf344934907fbe02e996174d2869c0f659549c16cd8aaf29eb5cfb4,PASS,
THIQA-072,image-white.png,brand/previews/image-white.png,"render preview",PNG,400,280,1.429,as-designed,white,LTR,brand/master/,25808,d715ea19cfbd9b51f46ee27177fa748fe4d5864caf085bab446deed0a90a198e,PASS,
THIQA-073,svg-role-map-dark.png,brand/previews/svg-role-map-dark.png,"render preview",PNG,1248,1184,1.054,as-designed,dark,LTR,brand/master/,261955,25ea3e5c4dcc0a10b5a3e4d0377ce29ecce59639ecb944c0bc8ae90b9292e7ea,PASS,
THIQA-074,svg-role-map-white.png,brand/previews/svg-role-map-white.png,"render preview",PNG,1248,1184,1.054,as-designed,white,LTR,brand/master/,290689,502000095d3c2abe312fc19f651ce540c2df06a3de58ee9d51fe17c1eee3fe79,PASS,
THIQA-075,brand-logo-black-render.png,brand/qa/brand-logo-black-render.png,"validation evidence",PNG,512,512,1,as-designed,black,LTR,brand/master/,46565,b81a8349e532975ebdc98fb0e5d2732a3d71307165df06ff7e1ff0f248b0176a,PASS,
THIQA-076,brand-logo-compact-render.png,brand/qa/brand-logo-compact-render.png,"validation evidence",PNG,512,512,1,as-designed,default,LTR,brand/master/,53802,b12825084f38da7f9386141ca7df54b071a00469d0c35f8448bf42177681e327,PASS,
THIQA-077,brand-logo-primary-dark-render.png,brand/qa/brand-logo-primary-dark-render.png,"validation evidence",PNG,512,512,1,as-designed,dark,LTR,brand/master/,47909,f896e08903b32211ee35ff6155bf121568a2ba0dbc92652f59f2eb873991747c,PASS,
THIQA-078,brand-logo-primary-render.png,brand/qa/brand-logo-primary-render.png,"validation evidence",PNG,512,512,1,as-designed,default,LTR,brand/master/,45734,e75b77de8e55acc891552c11906861d33b8918eead66b66f2296ea14fbb1a7dc,PASS,
THIQA-079,brand-logo-white-render.png,brand/qa/brand-logo-white-render.png,"validation evidence",PNG,512,512,1,as-designed,white,LTR,brand/master/,7857,7efdc8a156db374ced9979d79aca649ff16de1484dd040b3cad76def1d519c98,PASS,
THIQA-080,brand-symbol-black-render.png,brand/qa/brand-symbol-black-render.png,"validation evidence",PNG,512,512,1,as-designed,black,LTR,brand/master/,40475,0c508a03a1b62e01acf4e68843bd5a703afd0088b9d2e326e1786d618bf494a7,PASS,
THIQA-081,brand-symbol-render.png,brand/qa/brand-symbol-render.png,"validation evidence",PNG,512,512,1,as-designed,default,LTR,brand/master/,43070,fdd5deb547788db7d26f9ce83096c11317b91a8abbb9e0c4bf202d9910019933,PASS,
THIQA-082,brand-symbol-white-render.png,brand/qa/brand-symbol-white-render.png,"validation evidence",PNG,512,512,1,as-designed,white,LTR,brand/master/,18262,045bf81e11b3b4413cda5baae1f14c02ca90680eef9f8ac362cd5546ab34b89c,PASS,
THIQA-083,svg-validation-results.json,brand/qa/svg-validation-results.json,"validation evidence",JSON,,,,as-designed,default,LTR,brand/master/,3939,f13cb51106e84853ae3b6053b2d106fa7e6baeae90fc9b526524dae57e321691,PASS,
THIQA-084,wcag-contrast-results.json,brand/qa/wcag-contrast-results.json,"validation evidence",JSON,,,,as-designed,default,LTR,brand/master/,11408,c9ee0a7647fd98999c86cfc59b84c8118044a5b91ba61477d9028efdc51af8d9,PASS,"Revision 4 (2026-08-27): regenerated against current tokens, palette moved since rev 3 hash"
